"","year","iso3c","gdp"
"1408",1991,"MEX",1241533229984.46
"1409",1992,"MEX",1285847822936.97
"1410",1993,"MEX",1310915339678.06
"1411",1994,"MEX",1375688724456.25
"1412",1995,"MEX",1289140970989.78
"1413",1996,"MEX",1376457823899.8
"1414",1997,"MEX",1470701857982.05
"1415",1998,"MEX",1546647801433.06
"1416",1999,"MEX",1589235587594.98
"1417",2000,"MEX",1667782820603.42
"1418",2001,"MEX",1661038471799.09
"1419",2002,"MEX",1660376639568.53
"1420",2003,"MEX",1684392040026.35
"1421",2004,"MEX",1750430159420.31
"1422",2005,"MEX",1790826710257.39
"1423",2006,"MEX",1871325765898.33
"1424",2007,"MEX",1914206180218
"1425",2008,"MEX",1936096746607.05
"1426",2009,"MEX",1833759626268.86
"1427",2010,"MEX",1927613610800.59
"1428",2011,"MEX",1998222249884.88
"1429",2012,"MEX",2071003952082.22
"1430",2013,"MEX",2099047250508.67
"1431",2014,"MEX",2158865337783.13
"1432",2015,"MEX",2229960044120.44
"1433",2016,"MEX",2288619866396.87
"1434",2017,"MEX",2336981359204.88
"1435",2018,"MEX",2388277914553.17
"1436",2019,"MEX",2386975636219.41
"1437",2020,"MEX",2190301416552.97
"1438",2021,"MEX",2299481040467.11
"1439",2022,"MEX",2372532895580.18
"1440",2023,"MEX",2.485282e+12
"1441",2024,"MEX",2.592371e+12
"1442",2025,"MEX",2.68738e+12
"1443",2026,"MEX",2.77247e+12
"1444",2027,"MEX",2.850996e+12
"1445",2028,"MEX",2.926182e+12
"1446",2029,"MEX",2.999927e+12
"1447",2030,"MEX",3.073297e+12
"1448",2031,"MEX",3.146855e+12
"1449",2032,"MEX",3.220864e+12
"1450",2033,"MEX",3.295445e+12
"1451",2034,"MEX",3.370625e+12
"1452",2035,"MEX",3.446378e+12
"1453",2036,"MEX",3.522672e+12
"1454",2037,"MEX",3.59945e+12
"1455",2038,"MEX",3.676677e+12
"1456",2039,"MEX",3.754303e+12
"1457",2040,"MEX",3.832268e+12
"1458",2041,"MEX",3.910525e+12
"1459",2042,"MEX",3.98902e+12
"1460",2043,"MEX",4.067706e+12
"1461",2044,"MEX",4.146524e+12
"1462",2045,"MEX",4.225422e+12
"1463",2046,"MEX",4.30437e+12
"1464",2047,"MEX",4.383344e+12
"1465",2048,"MEX",4.462341e+12
"1466",2049,"MEX",4.541342e+12
"1467",2050,"MEX",4.620325e+12
"1468",2051,"MEX",4.699274e+12
"1469",2052,"MEX",4.778128e+12
"1470",2053,"MEX",4.856853e+12
"1471",2054,"MEX",4.935403e+12
"1472",2055,"MEX",5.013762e+12
"1473",2056,"MEX",5.091976e+12
"1474",2057,"MEX",5.17014e+12
"1475",2058,"MEX",5.248448e+12
"1476",2059,"MEX",5.327178e+12
"1477",2060,"MEX",5.406676e+12
"1478",1990,"NOR",171295756646.159
"1479",1991,"NOR",176579783149.101
"1480",1992,"NOR",182891359104.393
"1481",1993,"NOR",188095194718.966
"1482",1994,"NOR",197604174957.765
"1483",1995,"NOR",205815721926.805
"1484",1996,"NOR",216163941290.436
"1485",1997,"NOR",227587455945.698
"1486",1998,"NOR",233560294527.705
"1487",1999,"NOR",238261508401.727
"1488",2000,"NOR",245897616616.64
"1489",2001,"NOR",250999508412.205
"1490",2002,"NOR",254629666972.603
"1491",2003,"NOR",256947091473.047
"1492",2004,"NOR",267146358565.868
"1493",2005,"NOR",274160203921.72
"1494",2006,"NOR",280739543705.418
"1495",2007,"NOR",289145576622.113
"1496",2008,"NOR",290522924259.936
"1497",2009,"NOR",285505555504.18
"1498",2010,"NOR",287509313805.634
"1499",2011,"NOR",290331111341.893
"1500",2012,"NOR",298178941936.788
"1501",2013,"NOR",301262419854.749
"1502",2014,"NOR",307195900380.05
"1503",2015,"NOR",313238790772.586
"1504",2016,"NOR",316595286404.743
"1505",2017,"NOR",323950634336.928
"1506",2018,"NOR",327575170317.796
"1507",2019,"NOR",330365628886.186
"1508",2020,"NOR",327835468097.974
"1509",2021,"NOR",338989498195.427
"1510",2022,"NOR",351598480590.055
"1511",2023,"NOR",3.56989e+11
"1512",2024,"NOR",361166500000
"1513",2025,"NOR",365693500000
"1514",2026,"NOR",370810600000
"1515",2027,"NOR",376359600000
"1516",2028,"NOR",3.82178e+11
"1517",2029,"NOR",388150900000
"1518",2030,"NOR",3.94207e+11
"1519",2031,"NOR",400305300000
"1520",2032,"NOR",4.06414e+11
"1521",2033,"NOR",412525100000
"1522",2034,"NOR",418644400000
"1523",2035,"NOR",424788600000
"1524",2036,"NOR",430978800000
"1525",2037,"NOR",437236500000
"1526",2038,"NOR",443575600000
"1527",2039,"NOR",450012500000
"1528",2040,"NOR",456566600000
"1529",2041,"NOR",463257400000
"1530",2042,"NOR",470094900000
"1531",2043,"NOR",477079700000
"1532",2044,"NOR",484209500000
"1533",2045,"NOR",491484800000
"1534",2046,"NOR",498907800000
"1535",2047,"NOR",506471700000
"1536",2048,"NOR",514168800000
"1537",2049,"NOR",521990300000
"1538",2050,"NOR",529929200000
"1539",2051,"NOR",537980800000
"1540",2052,"NOR",546147800000
"1541",2053,"NOR",554424400000
"1542",2054,"NOR",562805900000
"1543",2055,"NOR",571294800000
"1544",2056,"NOR",579900800000
"1545",2057,"NOR",588634100000
"1546",2058,"NOR",597512700000
"1547",2059,"NOR",606553600000
"1548",2060,"NOR",615774200000
"1549",1990,"NZL",83745699399.9914
"1550",1991,"NZL",81944951859.5196
"1551",1992,"NZL",82625418672.0481
"1552",1993,"NZL",86705201956.0329
"1553",1994,"NZL",92506521011.847
"1554",1995,"NZL",96532742052.2736
"1555",1996,"NZL",100126693155.251
"1556",1997,"NZL",103108827645.191
"1557",1998,"NZL",103902454127.209
"1558",1999,"NZL",108554825338.809
"1559",2000,"NZL",112962017266.516
"1560",2001,"NZL",115466617951.21
"1561",2002,"NZL",121374307096.345
"1562",2003,"NZL",126950061210.977
"1563",2004,"NZL",132568816000.015
"1564",2005,"NZL",135978694040.624
"1565",2006,"NZL",139651102514.447
"1566",2007,"NZL",145086538638.913
"1567",2008,"NZL",144398527848.419
"1568",2009,"NZL",145069187489.592
"1569",2010,"NZL",147911758387.161
"1570",2011,"NZL",150641169615.241
"1571",2012,"NZL",154636460346.007
"1572",2013,"NZL",158142146906.783
"1573",2014,"NZL",163335421338.542
"1574",2015,"NZL",170221564425.859
"1575",2016,"NZL",177321956487.41
"1576",2017,"NZL",184427629333.537
"1577",2018,"NZL",192415193203.882
"1578",2019,"NZL",198181055563.257
"1579",2020,"NZL",195915598980.083
"1580",2021,"NZL",202781109451.758
"1581",2022,"NZL",210442463611.356
"1582",2023,"NZL",2.1629e+11
"1583",2024,"NZL",221504600000
"1584",2025,"NZL",226417200000
"1585",2026,"NZL",231152700000
"1586",2027,"NZL",235812500000
"1587",2028,"NZL",240457400000
"1588",2029,"NZL",245092500000
"1589",2030,"NZL",249718100000
"1590",2031,"NZL",254335800000
"1591",2032,"NZL",2.58943e+11
"1592",2033,"NZL",263542200000
"1593",2034,"NZL",268139500000
"1594",2035,"NZL",272745900000
"1595",2036,"NZL",277375300000
"1596",2037,"NZL",282033900000
"1597",2038,"NZL",286734700000
"1598",2039,"NZL",291492200000
"1599",2040,"NZL",296321200000
"1600",2041,"NZL",301234200000
"1601",2042,"NZL",306234500000
"1602",2043,"NZL",311318100000
"1603",2044,"NZL",316478200000
"1604",2045,"NZL",321709900000
"1605",2046,"NZL",327012600000
"1606",2047,"NZL",332379700000
"1607",2048,"NZL",3.37808e+11
"1608",2049,"NZL",3.43297e+11
"1609",2050,"NZL",348849800000
"1610",2051,"NZL",354469800000
"1611",2052,"NZL",360146700000
"1612",2053,"NZL",365868600000
"1613",2054,"NZL",371624300000
"1614",2055,"NZL",377409100000
"1615",2056,"NZL",383226500000
"1616",2057,"NZL",389081100000
"1617",2058,"NZL",394982200000
"1618",2059,"NZL",4.00946e+11
"1619",2060,"NZL",406996200000
"1620",1995,"OECD",34801234621475.5
"1621",1996,"OECD",35914432713061.8
"1622",1997,"OECD",37246380311644.9
"1623",1998,"OECD",38335659966447
"1624",1999,"OECD",39553453087616.3
"1625",2000,"OECD",41199207718150.3
"1626",2001,"OECD",41769435581521
"1627",2002,"OECD",42449191661358.9
"1628",2003,"OECD",43344163503017
"1629",2004,"OECD",44762985307712
"1630",2005,"OECD",46079852504670.9
"1631",2006,"OECD",47581691798691.5
"1632",2007,"OECD",48861962941146.8
"1633",2008,"OECD",49019480704801.4
"1634",2009,"OECD",47354124786014.6
"1635",2010,"OECD",48794809491241.2
"1636",2011,"OECD",49821551574454.6
"1637",2012,"OECD",50509224558250
"1638",2013,"OECD",51328036675439.3
"1639",2014,"OECD",52462813561140.2
"1640",2015,"OECD",53847531223636.2
"1641",2016,"OECD",54852753694766.3
"1642",2017,"OECD",56312518984080.1
"1643",2018,"OECD",57651737260461.1
"1644",2019,"OECD",58578210934358.8
"1645",2020,"OECD",55814000968408.7
"1646",2021,"OECD",58786462594862
"1647",2022,"OECD",60981293498717.6
"1648",2023,"OECD",6.241678e+13
"1649",2024,"OECD",6.360798e+13
"1650",2025,"OECD",6.472347e+13
"1651",2026,"OECD",6.581218e+13
"1652",2027,"OECD",6.688809e+13
"1653",2028,"OECD",6.795858e+13
"1654",2029,"OECD",6.902172e+13
"1655",2030,"OECD",7.00757e+13
"1656",2031,"OECD",7.111995e+13
"1657",2032,"OECD",7.215379e+13
"1658",2033,"OECD",7.317782e+13
"1659",2034,"OECD",7.419272e+13
"1660",2035,"OECD",7.519957e+13
"1661",2036,"OECD",7.620011e+13
"1662",2037,"OECD",7.71961e+13
"1663",2038,"OECD",7.818936e+13
"1664",2039,"OECD",7.918151e+13
"1665",2040,"OECD",8.017419e+13
"1666",2041,"OECD",8.116934e+13
"1667",2042,"OECD",8.216831e+13
"1668",2043,"OECD",8.317211e+13
"1669",2044,"OECD",8.418109e+13
"1670",2045,"OECD",8.519568e+13
"1671",2046,"OECD",8.621693e+13
"1672",2047,"OECD",8.724618e+13
"1673",2048,"OECD",8.828472e+13
"1674",2049,"OECD",8.933393e+13
"1675",2050,"OECD",9.039549e+13
"1676",2051,"OECD",9.147145e+13
"1677",2052,"OECD",9.256253e+13
"1678",2053,"OECD",9.366943e+13
"1679",2054,"OECD",9.479256e+13
"1680",2055,"OECD",9.593289e+13
"1681",2056,"OECD",9.709217e+13
"1682",2057,"OECD",9.827169e+13
"1683",2058,"OECD",9.947234e+13
"1684",2059,"OECD",1.006948e+14
"1685",2060,"OECD",1.019401e+14
"1686",1995,"RUS",1847259646463.74
"1687",1996,"RUS",1781658263385.3
"1688",1997,"RUS",1804152127119.24
"1689",1998,"RUS",1711812818981.97
"1690",1999,"RUS",1814122738699.93
"1691",2000,"RUS",1996810798047.79
"1692",2001,"RUS",2098035234949.47
"1693",2002,"RUS",2197471629044.89
"1694",2003,"RUS",2357520000230.54
"1695",2004,"RUS",2523196519768.12
"1696",2005,"RUS",2687754564984.4
"1697",2006,"RUS",2903958395756.12
"1698",2007,"RUS",3164162355756.86
"1699",2008,"RUS",3344844476376.81
"1700",2009,"RUS",3109064990324.7
"1701",2010,"RUS",3237420731227.79
"1702",2011,"RUS",3375126043536.4
"1703",2012,"RUS",3507819276769.49
"1704",2013,"RUS",3563241463881.28
"1705",2014,"RUS",3587277907452.26
"1706",2015,"RUS",3526360394179.65
"1707",2016,"RUS",3534180679564.04
"1708",2017,"RUS",3596321558129.76
"1709",2018,"RUS",3690204254611.83
"1710",2019,"RUS",3756795934050
"1711",2020,"RUS",3660263737053.5
"1712",2021,"RUS",3787777640394.05
"1713",2022,"RUS",3894995528100.85
"1714",2023,"RUS",3.963855e+12
"1715",2024,"RUS",4.013793e+12
"1716",2025,"RUS",4.053411e+12
"1717",2026,"RUS",4.088843e+12
"1718",2027,"RUS",4.123838e+12
"1719",2028,"RUS",4.159268e+12
"1720",2029,"RUS",4.195597e+12
"1721",2030,"RUS",4.233023e+12
"1722",2031,"RUS",4.27158e+12
"1723",2032,"RUS",4.311321e+12
"1724",2033,"RUS",4.352009e+12
"1725",2034,"RUS",4.393158e+12
"1726",2035,"RUS",4.434166e+12
"1727",2036,"RUS",4.474498e+12
"1728",2037,"RUS",4.513836e+12
"1729",2038,"RUS",4.551958e+12
"1730",2039,"RUS",4.588656e+12
"1731",2040,"RUS",4.623715e+12
"1732",2041,"RUS",4.656947e+12
"1733",2042,"RUS",4.688272e+12
"1734",2043,"RUS",4.717668e+12
"1735",2044,"RUS",4.745079e+12
"1736",2045,"RUS",4.770475e+12
"1737",2046,"RUS",4.79401e+12
"1738",2047,"RUS",4.816192e+12
"1739",2048,"RUS",4.837763e+12
"1740",2049,"RUS",4.859535e+12
"1741",2050,"RUS",4.882331e+12
"1742",2051,"RUS",4.907036e+12
"1743",2052,"RUS",4.934656e+12
"1744",2053,"RUS",4.966331e+12
"1745",2054,"RUS",5.003069e+12
"1746",2055,"RUS",5.045563e+12
"1747",2056,"RUS",5.094103e+12
"1748",2057,"RUS",5.14857e+12
"1749",2058,"RUS",5.20839e+12
"1750",2059,"RUS",5.272554e+12
"1751",2060,"RUS",5.339878e+12
"1752",1990,"SAU",544485702596.245
"1753",1991,"SAU",594054544719.296
"1754",1992,"SAU",621550675672.786
"1755",1993,"SAU",621712635948.375
"1756",1994,"SAU",625850496044.824
"1757",1995,"SAU",627107937628.904
"1758",1996,"SAU",648328107903.355
"1759",1997,"SAU",665137110116.301
"1760",1998,"SAU",683990860808.549
"1761",1999,"SAU",678871116541.346
"1762",2000,"SAU",711895266623.417
"1763",2001,"SAU",715793560478.892
"1764",2002,"SAU",716707961201.483
"1765",2003,"SAU",771602372108.63
"1766",2004,"SAU",843007733332.675
"1767",2005,"SAU",904176980194.725
"1768",2006,"SAU",954600612661.158
"1769",2007,"SAU",1011802957495.43
"1770",2008,"SAU",1097069418971.9
"1771",2009,"SAU",1117136747006.92
"1772",2010,"SAU",1200189751383.68
"1773",2011,"SAU",1320996563036.96
"1774",2012,"SAU",1392577039454.77
"1775",2013,"SAU",1429948392509.49
"1776",2014,"SAU",1482038372788.34
"1777",2015,"SAU",1542252539433.82
"1778",2016,"SAU",1567849567742.96
"1779",2017,"SAU",1556533936321.54
"1780",2018,"SAU",1594066980045.9
"1781",2019,"SAU",1599755168823.99
"1782",2020,"SAU",1534013546388.02
"1783",2021,"SAU",1576927066453.25
"1784",2022,"SAU",1636386424662.44
"1785",2023,"SAU",1.701242e+12
"1786",2024,"SAU",1.760535e+12
"1787",2025,"SAU",1.810802e+12
"1788",2026,"SAU",1.854144e+12
"1789",2027,"SAU",1.894111e+12
"1790",2028,"SAU",1.933034e+12
"1791",2029,"SAU",1.971363e+12
"1792",2030,"SAU",2.00924e+12
"1793",2031,"SAU",2.046666e+12
"1794",2032,"SAU",2.083738e+12
"1795",2033,"SAU",2.120495e+12
"1796",2034,"SAU",2.156851e+12
"1797",2035,"SAU",2.192632e+12
"1798",2036,"SAU",2.227691e+12
"1799",2037,"SAU",2.262053e+12
"1800",2038,"SAU",2.29584e+12
"1801",2039,"SAU",2.329171e+12
"1802",2040,"SAU",2.362134e+12
"1803",2041,"SAU",2.394824e+12
"1804",2042,"SAU",2.427389e+12
"1805",2043,"SAU",2.460027e+12
"1806",2044,"SAU",2.492901e+12
"1807",2045,"SAU",2.526116e+12
"1808",2046,"SAU",2.559732e+12
"1809",2047,"SAU",2.593778e+12
"1810",2048,"SAU",2.628257e+12
"1811",2049,"SAU",2.663083e+12
"1812",2050,"SAU",2.698134e+12
"1813",2051,"SAU",2.733336e+12
"1814",2052,"SAU",2.768716e+12
"1815",2053,"SAU",2.804347e+12
"1816",2054,"SAU",2.840271e+12
"1817",2055,"SAU",2.876507e+12
"1818",2056,"SAU",2.913109e+12
"1819",2057,"SAU",2.950226e+12
"1820",2058,"SAU",2.988052e+12
"1821",2059,"SAU",3.026704e+12
"1822",2060,"SAU",3.066183e+12
"1823",1990,"TUR",673528493942.576
"1824",1991,"TUR",679768827948.93
"1825",1992,"TUR",720448141172.68
"1826",1993,"TUR",778386729023.888
"1827",1994,"TUR",735920571031.356
"1828",1995,"TUR",788842227744.473
"1829",1996,"TUR",844103145572.958
"1830",1997,"TUR",907653983166.426
"1831",1998,"TUR",935717412493.979
"1832",1999,"TUR",905183374794.304
"1833",2000,"TUR",967941909097.348
"1834",2001,"TUR",912285186638.743
"1835",2002,"TUR",971106798545.651
"1836",2003,"TUR",1027073686236.66
"1837",2004,"TUR",1127685171396.56
"1838",2005,"TUR",1229090061688.08
"1839",2006,"TUR",1314487088904.37
"1840",2007,"TUR",1380783351547.17
"1841",2008,"TUR",1392037075422.37
"1842",2009,"TUR",1324896982775.25
"1843",2010,"TUR",1436547435197.57
"1844",2011,"TUR",1597442336184.95
"1845",2012,"TUR",1673935745076.41
"1846",2013,"TUR",1815982869482.74
"1847",2014,"TUR",1905687250094.28
"1848",2015,"TUR",2021638543148.95
"1849",2016,"TUR",2088819293499.15
"1850",2017,"TUR",2245522463368.02
"1851",2018,"TUR",2311966726474.59
"1852",2019,"TUR",2333156706137.71
"1853",2020,"TUR",2374142121124.89
"1854",2021,"TUR",2509908218327.79
"1855",2022,"TUR",2594843564905.43
"1856",2023,"TUR",2.735504e+12
"1857",2024,"TUR",2.884928e+12
"1858",2025,"TUR",3.030335e+12
"1859",2026,"TUR",3.16715e+12
"1860",2027,"TUR",3.295407e+12
"1861",2028,"TUR",3.418019e+12
"1862",2029,"TUR",3.536888e+12
"1863",2030,"TUR",3.653265e+12
"1864",2031,"TUR",3.767951e+12
"1865",2032,"TUR",3.881408e+12
"1866",2033,"TUR",3.993909e+12
"1867",2034,"TUR",4.105644e+12
"1868",2035,"TUR",4.216853e+12
"1869",2036,"TUR",4.327888e+12
"1870",2037,"TUR",4.439076e+12
"1871",2038,"TUR",4.550676e+12
"1872",2039,"TUR",4.662909e+12
"1873",2040,"TUR",4.775883e+12
"1874",2041,"TUR",4.889728e+12
"1875",2042,"TUR",5.004384e+12
"1876",2043,"TUR",5.119824e+12
"1877",2044,"TUR",5.235887e+12
"1878",2045,"TUR",5.352433e+12
"1879",2046,"TUR",5.469225e+12
"1880",2047,"TUR",5.58599e+12
"1881",2048,"TUR",5.702489e+12
"1882",2049,"TUR",5.818536e+12
"1883",2050,"TUR",5.933944e+12
"1884",2051,"TUR",6.048625e+12
"1885",2052,"TUR",6.162534e+12
"1886",2053,"TUR",6.275708e+12
"1887",2054,"TUR",6.388256e+12
"1888",2055,"TUR",6.500397e+12
"1889",2056,"TUR",6.612466e+12
"1890",2057,"TUR",6.724755e+12
"1891",2058,"TUR",6.837699e+12
"1892",2059,"TUR",6.951846e+12
"1893",2060,"TUR",7.067842e+12
"1894",1990,"USA",9798433361400.19
"1895",1991,"USA",9787825403564.81
"1896",1992,"USA",10132595934047.8
"1897",1993,"USA",10411531318268.7
"1898",1994,"USA",10830994353401.8
"1899",1995,"USA",11121729086535.8
"1900",1996,"USA",11541296744376.1
"1901",1997,"USA",12054563714075.6
"1902",1998,"USA",12594777569787.2
"1903",1999,"USA",13193437331511.3
"1904",2000,"USA",13737993552683.5
"1905",2001,"USA",13875146336619.6
"1906",2002,"USA",14116809358302.4
"1907",2003,"USA",14520719966459.9
"1908",2004,"USA",15072347374852
"1909",2005,"USA",15601870359232.8
"1910",2006,"USA",16047299442498.4
"1911",2007,"USA",16348375084007.7
"1912",2008,"USA",16326046505846.3
"1913",2009,"USA",15911894119328.5
"1914",2010,"USA",16319838194403.6
"1915",2011,"USA",16572931769956.8
"1916",2012,"USA",16945747724877
"1917",2013,"USA",17257902126403.9
"1918",2014,"USA",17693831729416.5
"1919",2015,"USA",18238008170161.6
"1920",2016,"USA",18550137985352.4
"1921",2017,"USA",18982853578801
"1922",2018,"USA",19551667620854.5
"1923",2019,"USA",19974213887167.6
"1924",2020,"USA",19277860057068.2
"1925",2021,"USA",20600684206660.7
"1926",2022,"USA",21333157939088.9
"1927",2023,"USA",2.17456e+13
"1928",2024,"USA",2.208959e+13
"1929",2025,"USA",2.243553e+13
"1930",2026,"USA",2.279509e+13
"1931",2027,"USA",2.316543e+13
"1932",2028,"USA",2.354245e+13
"1933",2029,"USA",2.392222e+13
"1934",2030,"USA",2.430208e+13
"1935",2031,"USA",2.468065e+13
"1936",2032,"USA",2.505726e+13
"1937",2033,"USA",2.543221e+13
"1938",2034,"USA",2.580595e+13
"1939",2035,"USA",2.617895e+13
"1940",2036,"USA",2.655186e+13
"1941",2037,"USA",2.692587e+13
"1942",2038,"USA",2.730197e+13
"1943",2039,"USA",2.768092e+13
"1944",2040,"USA",2.80633e+13
"1945",2041,"USA",2.844962e+13
"1946",2042,"USA",2.884051e+13
"1947",2043,"USA",2.923618e+13
"1948",2044,"USA",2.963636e+13
"1949",2045,"USA",3.004056e+13
"1950",2046,"USA",3.044843e+13
"1951",2047,"USA",3.086052e+13
"1952",2048,"USA",3.127666e+13
"1953",2049,"USA",3.16964e+13
"1954",2050,"USA",3.211929e+13
"1955",2051,"USA",3.254511e+13
"1956",2052,"USA",3.297375e+13
"1957",2053,"USA",3.340524e+13
"1958",2054,"USA",3.383941e+13
"1959",2055,"USA",3.427618e+13
"1960",2056,"USA",3.471591e+13
"1961",2057,"USA",3.515985e+13
"1962",2058,"USA",3.560903e+13
"1963",2059,"USA",3.606446e+13
"1964",2060,"USA",3.652724e+13
"1965",2000,"WLD",55675111471328.6
"1966",2001,"WLD",56902065422937.1
"1967",2002,"WLD",58346368052424.8
"1968",2003,"WLD",60342053133522.2
"1969",2004,"WLD",63128665357360.2
"1970",2005,"WLD",65924663390071.3
"1971",2006,"WLD",69185956357421.1
"1972",2007,"WLD",72613689530760.1
"1973",2008,"WLD",74447960182195.4
"1974",2009,"WLD",73739749291217.7
"1975",2010,"WLD",77406243655827
"1976",2011,"WLD",80466919402104.7
"1977",2012,"WLD",82902946680564.4
"1978",2013,"WLD",85549503172424.6
"1979",2014,"WLD",88486365184737.1
"1980",2015,"WLD",91587772349209.3
"1981",2016,"WLD",94509094643032.2
"1982",2017,"WLD",98062496142123.4
"1983",2018,"WLD",101695577125605
"1984",2019,"WLD",104608770218275
"1985",2020,"WLD",101207240798170
"1986",2021,"WLD",107400073967992
"1987",2022,"WLD",112421645484062
"1988",2023,"WLD",1.166397e+14
"1989",2024,"WLD",1.204825e+14
"1990",2025,"WLD",1.241699e+14
"1991",2026,"WLD",1.277852e+14
"1992",2027,"WLD",1.313648e+14
"1993",2028,"WLD",1.349278e+14
"1994",2029,"WLD",1.384729e+14
"1995",2030,"WLD",1.419963e+14
"1996",2031,"WLD",1.45494e+14
"1997",2032,"WLD",1.48962e+14
"1998",2033,"WLD",1.52396e+14
"1999",2034,"WLD",1.55791e+14
"2000",2035,"WLD",1.591419e+14
"2001",2036,"WLD",1.624461e+14
"2002",2037,"WLD",1.657035e+14
"2003",2038,"WLD",1.689158e+14
"2004",2039,"WLD",1.720854e+14
"2005",2040,"WLD",1.752155e+14
"2006",2041,"WLD",1.783102e+14
"2007",2042,"WLD",1.81374e+14
"2008",2043,"WLD",1.84412e+14
"2009",2044,"WLD",1.874286e+14
"2010",2045,"WLD",1.904279e+14
"2011",2046,"WLD",1.93416e+14
"2012",2047,"WLD",1.964009e+14
"2013",2048,"WLD",1.993922e+14
"2014",2049,"WLD",2.023989e+14
"2015",2050,"WLD",2.054286e+14
"2016",2051,"WLD",2.084885e+14
"2017",2052,"WLD",2.115829e+14
"2018",2053,"WLD",2.147154e+14
"2019",2054,"WLD",2.178872e+14
"2020",2055,"WLD",2.210989e+14
"2021",2056,"WLD",2.243523e+14
"2022",2057,"WLD",2.276503e+14
"2023",2058,"WLD",2.309953e+14
"2024",2059,"WLD",2.343887e+14
"2025",2060,"WLD",2.378308e+14
"2026",1990,"ZAF",369630829105.992
"2027",1991,"ZAF",365867038771.549
"2028",1992,"ZAF",358048334290.15
"2029",1993,"ZAF",362465034193.729
"2030",1994,"ZAF",374187539310.363
"2031",1995,"ZAF",385845990054.105
"2032",1996,"ZAF",402463205007.758
"2033",1997,"ZAF",413115685590.475
"2034",1998,"ZAF",415253016891.228
"2035",1999,"ZAF",425045188304.435
"2036",2000,"ZAF",442703942195.787
"2037",2001,"ZAF",454813932954.003
"2038",2002,"ZAF",471495728847.92
"2039",2003,"ZAF",485400487690.35
"2040",2004,"ZAF",507508260265.486
"2041",2005,"ZAF",534290065652.673
"2042",2006,"ZAF",564229961684.17
"2043",2007,"ZAF",594475312087.52
"2044",2008,"ZAF",613445326313.32
"2045",2009,"ZAF",604009918449.649
"2046",2010,"ZAF",622370473407.522
"2047",2011,"ZAF",642810152216.96
"2048",2012,"ZAF",657037815365.695
"2049",2013,"ZAF",673366564631.248
"2050",2014,"ZAF",685803551718.399
"2051",2015,"ZAF",693990239785.47
"2052",2016,"ZAF",696759646976.699
"2053",2017,"ZAF",706615874619.217
"2054",2018,"ZAF",712177090876.642
"2055",2019,"ZAF",713263717530.994
"2056",2020,"ZAF",663623384607.222
"2057",2021,"ZAF",688701543359.234
"2058",2022,"ZAF",705931331184.986
"2059",2023,"ZAF",742033100000
"2060",2024,"ZAF",778323300000
"2061",2025,"ZAF",811367900000
"2062",2026,"ZAF",841609200000
"2063",2027,"ZAF",870134100000
"2064",2028,"ZAF",8.97977e+11
"2065",2029,"ZAF",925782900000
"2066",2030,"ZAF",953925500000
"2067",2031,"ZAF",982612300000
"2068",2032,"ZAF",1.011975e+12
"2069",2033,"ZAF",1.042082e+12
"2070",2034,"ZAF",1.072938e+12
"2071",2035,"ZAF",1.104502e+12
"2072",2036,"ZAF",1.136722e+12
"2073",2037,"ZAF",1.169557e+12
"2074",2038,"ZAF",1.20298e+12
"2075",2039,"ZAF",1.236943e+12
"2076",2040,"ZAF",1.271384e+12
"2077",2041,"ZAF",1.306251e+12
"2078",2042,"ZAF",1.341526e+12
"2079",2043,"ZAF",1.377215e+12
"2080",2044,"ZAF",1.413309e+12
"2081",2045,"ZAF",1.44979e+12
"2082",2046,"ZAF",1.486653e+12
"2083",2047,"ZAF",1.523927e+12
"2084",2048,"ZAF",1.561685e+12
"2085",2049,"ZAF",1.599988e+12
"2086",2050,"ZAF",1.638881e+12
"2087",2051,"ZAF",1.678407e+12
"2088",2052,"ZAF",1.718659e+12
"2089",2053,"ZAF",1.759735e+12
"2090",2054,"ZAF",1.801707e+12
"2091",2055,"ZAF",1.844609e+12
"2092",2056,"ZAF",1.888461e+12
"2093",2057,"ZAF",1.933316e+12
"2094",2058,"ZAF",1.979224e+12
"2095",2059,"ZAF",2.026195e+12
"2096",2060,"ZAF",2.0742e+12
