"","year","code_state","level_one","level_two","emissions_type","co2e_emissions"
"324",1991,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1861054.94608
"325",1991,"BR","Agropecuária","Solos Manejados","net",81484527.21781
"326",1991,"BR","Energia","Emissões Fugitivas","net",10021134.3540307
"327",1991,"BR","Energia","Emissões pela Queima de Combustíveis","net",188053348.444635
"328",1991,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1382217603
"329",1991,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-63670648
"330",1991,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3633752
"331",1991,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-15431837
"332",1991,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",84257976
"333",1991,"BR","Processos Industriais","Emissões de HFCs","net",1707588
"334",1991,"BR","Processos Industriais","Indústria Química","net",5875877.0382216
"335",1991,"BR","Processos Industriais","Produção de Metais","net",34018727.3906321
"336",1991,"BR","Processos Industriais","Produtos Minerais","net",15788335.8309587
"337",1991,"BR","Processos Industriais","Uso de SF6","net",94000
"338",1991,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",411672.505192117
"339",1991,"BR","Resíduos","Resíduos Sólidos","net",11375780.1296582
"340",1991,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",18385478.9044205
"341",1992,"BR","Agropecuária","Cultivo de Arroz","net",10797257.324
"342",1992,"BR","Agropecuária","Fermentação Entérica","net",296449363.4144
"343",1992,"BR","Agropecuária","Manejo de Dejetos Animais","net",18088171.02301
"344",1992,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1896234.9267
"345",1992,"BR","Agropecuária","Solos Manejados","net",84123382.24335
"346",1992,"BR","Energia","Emissões Fugitivas","net",9840153.12670341
"347",1992,"BR","Energia","Emissões pela Queima de Combustíveis","net",192321779.219803
"348",1992,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1613968896
"349",1992,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-93421872
"350",1992,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3538279
"351",1992,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-28199635
"352",1992,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",101749699
"353",1992,"BR","Processos Industriais","Emissões de HFCs","net",2039690
"354",1992,"BR","Processos Industriais","Indústria Química","net",5672926.8815196
"355",1992,"BR","Processos Industriais","Produção de Metais","net",34338517.6464941
"356",1992,"BR","Processos Industriais","Produtos Minerais","net",13932263.6282148
"357",1992,"BR","Processos Industriais","Uso de SF6","net",94000
"358",1992,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",342240.356242052
"359",1992,"BR","Resíduos","Resíduos Sólidos","net",12465753.6696915
"360",1992,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",18808274.78638
"361",1993,"BR","Agropecuária","Cultivo de Arroz","net",11472691.8362
"362",1993,"BR","Agropecuária","Fermentação Entérica","net",297964734.40356
"363",1993,"BR","Agropecuária","Manejo de Dejetos Animais","net",17854614.8025
"364",1993,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1666921.97812
"365",1993,"BR","Agropecuária","Solos Manejados","net",87067281.42281
"366",1993,"BR","Energia","Emissões Fugitivas","net",10075406.1209503
"367",1993,"BR","Energia","Emissões pela Queima de Combustíveis","net",196535684.958065
"368",1993,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1448510400
"369",1993,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-112503512
"370",1993,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3995757
"371",1993,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-40574805
"372",1993,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",90519699
"373",1993,"BR","Processos Industriais","Emissões de HFCs","net",2157462
"374",1993,"BR","Processos Industriais","Indústria Química","net",6869850.1741072
"375",1993,"BR","Processos Industriais","Produção de Metais","net",36525221.8486313
"376",1993,"BR","Processos Industriais","Produtos Minerais","net",14649805.3068993
"377",1993,"BR","Processos Industriais","Uso de SF6","net",94000
"378",1993,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",376683.075799958
"379",1993,"BR","Resíduos","Resíduos Sólidos","net",13715301.0495096
"380",1993,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",19149171.0363195
"381",1994,"BR","Agropecuária","Cultivo de Arroz","net",11295728.34404
"382",1994,"BR","Agropecuária","Fermentação Entérica","net",303722627.11476
"383",1994,"BR","Agropecuária","Manejo de Dejetos Animais","net",18459116.02119
"384",1994,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1969342.69007
"385",1994,"BR","Agropecuária","Solos Manejados","net",89909181.46856
"386",1994,"BR","Energia","Emissões Fugitivas","net",10420216.4041443
"387",1994,"BR","Energia","Emissões pela Queima de Combustíveis","net",204592491.791425
"388",1994,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1598227217
"389",1994,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-122390692
"390",1994,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-4273393
"391",1994,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-50662337
"392",1994,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",99334711
"393",1994,"BR","Processos Industriais","Emissões de HFCs","net",2120330
"394",1994,"BR","Processos Industriais","Indústria Química","net",6975611.7199696
"395",1994,"BR","Processos Industriais","Produção de Metais","net",37324119.576853
"396",1994,"BR","Processos Industriais","Produtos Minerais","net",14423536.4073643
"397",1994,"BR","Processos Industriais","Uso de SF6","net",96350
"398",1994,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",392537.66099328
"399",1994,"BR","Resíduos","Resíduos Sólidos","net",15102831.839593
"400",1994,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",19619004.9491525
"401",1995,"BR","Agropecuária","Cultivo de Arroz","net",11536889.4438
"402",1995,"BR","Agropecuária","Fermentação Entérica","net",309432701.3974
"403",1995,"BR","Agropecuária","Manejo de Dejetos Animais","net",19081458.91051
"404",1995,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2029693.72879
"405",1995,"BR","Agropecuária","Solos Manejados","net",87187054.66735
"406",1995,"BR","Energia","Emissões Fugitivas","net",9926766.14679112
"407",1995,"BR","Energia","Emissões pela Queima de Combustíveis","net",220627279.07822
"408",1995,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1813190353
"409",1995,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-122528837
"410",1995,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3875904
"411",1995,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-63812938
"412",1995,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",114083101
"413",1995,"BR","Processos Industriais","Emissões de HFCs","net",2275606
"414",1995,"BR","Processos Industriais","Indústria Química","net",7355719.861964
"415",1995,"BR","Processos Industriais","Produção de Metais","net",38509993.199992
"416",1995,"BR","Processos Industriais","Produtos Minerais","net",15942296.7090194
"417",1995,"BR","Processos Industriais","Uso de SF6","net",96350
"418",1995,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",413859.344529127
"419",1995,"BR","Resíduos","Resíduos Sólidos","net",16627031.5175408
"420",1995,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",20251218.3888596
"421",1996,"BR","Agropecuária","Cultivo de Arroz","net",10006077.08464
"422",1996,"BR","Agropecuária","Fermentação Entérica","net",289948289.49828
"423",1996,"BR","Agropecuária","Manejo de Dejetos Animais","net",16468836.89404
"424",1996,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1990760.41111
"425",1996,"BR","Agropecuária","Solos Manejados","net",84817183.56797
"426",1996,"BR","Energia","Emissões Fugitivas","net",9948627.21294179
"427",1996,"BR","Energia","Emissões pela Queima de Combustíveis","net",238374425.74398
"428",1996,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1553169475
"429",1996,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-126309361
"430",1996,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3638140
"431",1996,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-75482586
"432",1996,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",97734025
"433",1996,"BR","Processos Industriais","Emissões de HFCs","net",2735336
"434",1996,"BR","Processos Industriais","Indústria Química","net",6342667.7617316
"435",1996,"BR","Processos Industriais","Produção de Metais","net",39292594.0057134
"436",1996,"BR","Processos Industriais","Produtos Minerais","net",18411489.1945859
"437",1996,"BR","Processos Industriais","Uso de SF6","net",96350
"438",1996,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",437367.867401984
"439",1996,"BR","Resíduos","Resíduos Sólidos","net",18291953.7273021
"440",1996,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",20827826.4993146
"441",1997,"BR","Agropecuária","Cultivo de Arroz","net",9439050.94244
"442",1997,"BR","Agropecuária","Fermentação Entérica","net",294956051.15956
"443",1997,"BR","Agropecuária","Manejo de Dejetos Animais","net",16832348.06748
"444",1997,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1985428.90219
"445",1997,"BR","Agropecuária","Solos Manejados","net",88192902.76772
"446",1997,"BR","Energia","Emissões Fugitivas","net",11033723.5234213
"447",1997,"BR","Energia","Emissões pela Queima de Combustíveis","net",254004875.955321
"448",1997,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1535638129
"449",1997,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-138495117
"450",1997,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3053553
"451",1997,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-83662692
"452",1997,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",96787743
"453",1997,"BR","Processos Industriais","Emissões de HFCs","net",2616648
"454",1997,"BR","Processos Industriais","Indústria Química","net",6108932.7995064
"455",1997,"BR","Processos Industriais","Produção de Metais","net",39473870.4776413
"456",1997,"BR","Processos Industriais","Produtos Minerais","net",19898885.9504639
"457",1997,"BR","Processos Industriais","Uso de SF6","net",98700
"458",1997,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",459236.2364832
"459",1997,"BR","Resíduos","Resíduos Sólidos","net",20149044.1776777
"460",1997,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",21033498.2160072
"461",1998,"BR","Agropecuária","Cultivo de Arroz","net",9323437.60404
"462",1998,"BR","Agropecuária","Fermentação Entérica","net",299442199.5418
"463",1998,"BR","Agropecuária","Manejo de Dejetos Animais","net",16993956.78674
"464",1998,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2040435.46094
"465",1998,"BR","Agropecuária","Solos Manejados","net",89701869.69521
"466",1998,"BR","Energia","Emissões Fugitivas","net",12123682.6599796
"467",1998,"BR","Energia","Emissões pela Queima de Combustíveis","net",260610894.796228
"468",1998,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1496617739
"469",1998,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-158746865
"470",1998,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3271163
"471",1998,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-94174800
"472",1998,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",94617213
"473",1998,"BR","Processos Industriais","Emissões de HFCs","net",2260936
"474",1998,"BR","Processos Industriais","Indústria Química","net",7865032.391994
"475",1998,"BR","Processos Industriais","Produção de Metais","net",40065477.9147086
"476",1998,"BR","Processos Industriais","Produtos Minerais","net",20618639.8298082
"477",1998,"BR","Processos Industriais","Uso de SF6","net",110450
"478",1998,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",450198.3197184
"479",1998,"BR","Resíduos","Resíduos Sólidos","net",22153929.1116188
"480",1998,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",21438295.7361796
"481",1999,"BR","Agropecuária","Cultivo de Arroz","net",11039768.73636
"482",1999,"BR","Agropecuária","Fermentação Entérica","net",302515396.99192
"483",1999,"BR","Agropecuária","Manejo de Dejetos Animais","net",17489428.82736
"484",1999,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1937365.61827
"485",1999,"BR","Agropecuária","Solos Manejados","net",89915749.20961
"486",1999,"BR","Energia","Emissões Fugitivas","net",13011341.2001335
"487",1999,"BR","Energia","Emissões pela Queima de Combustíveis","net",270344701.57593
"488",1999,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1536659332
"489",1999,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-194416393
"490",1999,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3288913
"491",1999,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-101987405
"492",1999,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",97024138
"493",1999,"BR","Processos Industriais","Emissões de HFCs","net",3674654
"494",1999,"BR","Processos Industriais","Indústria Química","net",8125926.2275976
"495",1999,"BR","Processos Industriais","Produção de Metais","net",38012228.6245217
"496",1999,"BR","Processos Industriais","Produtos Minerais","net",21103903.614697
"497",1999,"BR","Processos Industriais","Uso de SF6","net",115150
"498",1999,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",468403.5979392
"499",1999,"BR","Resíduos","Resíduos Sólidos","net",24318369.8449052
"500",1999,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",21938369.7531993
"501",2000,"BR","Agropecuária","Cultivo de Arroz","net",10311099.43864
"502",2000,"BR","Agropecuária","Fermentação Entérica","net",312364175.75776
"503",2000,"BR","Agropecuária","Manejo de Dejetos Animais","net",18201021.13221
"504",2000,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1794205.51879
"505",2000,"BR","Agropecuária","Solos Manejados","net",95386419.35289
"506",2000,"BR","Energia","Emissões Fugitivas","net",14098140.9070881
"507",2000,"BR","Energia","Emissões pela Queima de Combustíveis","net",275715437.450308
"508",2000,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1445040882
"509",2000,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-198070454
"510",2000,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3345419
"511",2000,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-107897467
"512",2000,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",90564141
"513",2000,"BR","Processos Industriais","Emissões de HFCs","net",2280480.8
"514",2000,"BR","Processos Industriais","Indústria Química","net",8150175.5640896
"515",2000,"BR","Processos Industriais","Produção de Metais","net",41707365.4512477
"516",2000,"BR","Processos Industriais","Produtos Minerais","net",21385654.9941075
"517",2000,"BR","Processos Industriais","Uso de SF6","net",117500
"518",2000,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",504654.1907088
"519",2000,"BR","Resíduos","Resíduos Sólidos","net",26654186.4953813
"520",2000,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",22499715.4257615
"521",2001,"BR","Agropecuária","Cultivo de Arroz","net",10062147.80228
"522",2001,"BR","Agropecuária","Fermentação Entérica","net",325985315.42948
"523",2001,"BR","Agropecuária","Manejo de Dejetos Animais","net",19073038.55672
"524",2001,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1915431.30531
"525",2001,"BR","Agropecuária","Solos Manejados","net",97163366.69833
"526",2001,"BR","Energia","Emissões Fugitivas","net",15647518.283073
"527",2001,"BR","Energia","Emissões pela Queima de Combustíveis","net",284010166.873488
"528",2001,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1373017694
"529",2001,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-199226036
"530",2001,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3105388
"531",2001,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-116998900
"532",2001,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",86347360
"533",2001,"BR","Processos Industriais","Emissões de HFCs","net",3671435
"534",2001,"BR","Processos Industriais","Indústria Química","net",6860241.6691428
"535",2001,"BR","Processos Industriais","Produção de Metais","net",40239397.4977854
"536",2001,"BR","Processos Industriais","Produtos Minerais","net",20385805.231314
"537",2001,"BR","Processos Industriais","Uso de SF6","net",119850
"538",2001,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",453347.6083488
"539",2001,"BR","Resíduos","Resíduos Sólidos","net",31063260.9775418
"540",2001,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",22951764.5178523
"541",2002,"BR","Agropecuária","Cultivo de Arroz","net",10465020.40136
"542",2002,"BR","Agropecuária","Fermentação Entérica","net",331302922.17372
"543",2002,"BR","Agropecuária","Manejo de Dejetos Animais","net",18996143.48692
"544",2002,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2037258.21499
"545",2002,"BR","Agropecuária","Solos Manejados","net",104751482.58829
"546",2002,"BR","Energia","Emissões Fugitivas","net",14940290.0732319
"547",2002,"BR","Energia","Emissões pela Queima de Combustíveis","net",282718185.189028
"548",2002,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1648733762
"549",2002,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-227646666
"550",2002,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3496312
"551",2002,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-124016582
"552",2002,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",104320985
"553",2002,"BR","Processos Industriais","Emissões de HFCs","net",3776093.8
"554",2002,"BR","Processos Industriais","Indústria Química","net",8116680.659024
"555",2002,"BR","Processos Industriais","Produção de Metais","net",43362399.6051578
"556",2002,"BR","Processos Industriais","Produtos Minerais","net",19624094.8327766
"557",2002,"BR","Processos Industriais","Uso de SF6","net",124550
"558",2002,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",567094.6744848
"559",2002,"BR","Resíduos","Resíduos Sólidos","net",28998195.9484658
"560",2002,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",23457527.4525808
"561",2003,"BR","Agropecuária","Cultivo de Arroz","net",10111834.71228
"562",2003,"BR","Agropecuária","Fermentação Entérica","net",348842883.77316
"563",2003,"BR","Agropecuária","Manejo de Dejetos Animais","net",19895584.07497
"564",2003,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2250491.8702
"565",2003,"BR","Agropecuária","Solos Manejados","net",116162483.0672
"566",2003,"BR","Energia","Emissões Fugitivas","net",14250002.1145851
"567",2003,"BR","Energia","Emissões pela Queima de Combustíveis","net",275967002.488836
"568",2003,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1956385267
"569",2003,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-241418528
"570",2003,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3097933
"571",2003,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-130615410
"572",2003,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",146327067
"573",2003,"BR","Processos Industriais","Emissões de HFCs","net",4273840.4
"574",2003,"BR","Processos Industriais","Indústria Química","net",7903477.6683924
"575",2003,"BR","Processos Industriais","Produção de Metais","net",45338087.915728
"576",2003,"BR","Processos Industriais","Produtos Minerais","net",18457182.7704709
"577",2003,"BR","Processos Industriais","Uso de SF6","net",131600
"578",2003,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",501719.149008
"579",2003,"BR","Resíduos","Resíduos Sólidos","net",33328141.5355314
"580",2003,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",23685424.9473274
"581",2004,"BR","Agropecuária","Cultivo de Arroz","net",11270622.6934
"582",2004,"BR","Agropecuária","Fermentação Entérica","net",364905132.95656
"583",2004,"BR","Agropecuária","Manejo de Dejetos Animais","net",20640417.18908
"584",2004,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2326686.66471
"585",2004,"BR","Agropecuária","Solos Manejados","net",118742410.49024
"586",2004,"BR","Energia","Emissões Fugitivas","net",14616127.8873162
"587",2004,"BR","Energia","Emissões pela Queima de Combustíveis","net",291577886.802887
"588",2004,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1906566900
"589",2004,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-249571433
"590",2004,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-4103081
"591",2004,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-138761261
"592",2004,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",141607266
"593",2004,"BR","Processos Industriais","Emissões de HFCs","net",4513182.4
"594",2004,"BR","Processos Industriais","Indústria Química","net",10127091.5633516
"595",2004,"BR","Processos Industriais","Produção de Metais","net",46787787.838452
"596",2004,"BR","Processos Industriais","Produtos Minerais","net",19086485.0079978
"597",2004,"BR","Processos Industriais","Uso de SF6","net",141000
"598",2004,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",514850.293584
"599",2004,"BR","Resíduos","Resíduos Sólidos","net",34140059.5766942
"600",2004,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",24530808.2265955
"601",2005,"BR","Agropecuária","Cultivo de Arroz","net",10796332.34876
"602",2005,"BR","Agropecuária","Fermentação Entérica","net",368425141.69776
"603",2005,"BR","Agropecuária","Manejo de Dejetos Animais","net",20996148.32537
"604",2005,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2330029.44239
"605",2005,"BR","Agropecuária","Solos Manejados","net",115869069.68607
"606",2005,"BR","Energia","Emissões Fugitivas","net",19707351.6858695
"607",2005,"BR","Energia","Emissões pela Queima de Combustíveis","net",297938393.608202
"608",2005,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1592460220
"609",2005,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-266438114
"610",2005,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-4730638
"611",2005,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-145887030
"612",2005,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",116780925
"613",2005,"BR","Processos Industriais","Emissões de HFCs","net",6131755.4
"614",2005,"BR","Processos Industriais","Indústria Química","net",9266089.5241796
"615",2005,"BR","Processos Industriais","Produção de Metais","net",44371649.0043292
"616",2005,"BR","Processos Industriais","Produtos Minerais","net",20067750.9897595
"617",2005,"BR","Processos Industriais","Uso de SF6","net",143350
"618",2005,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",525442.4677392
"619",2005,"BR","Resíduos","Resíduos Sólidos","net",36794409.2160239
"620",2005,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",25089121.0304554
"621",2006,"BR","Agropecuária","Cultivo de Arroz","net",10667529.58348
"622",2006,"BR","Agropecuária","Fermentação Entérica","net",366614939.30908
