"","year","code_state","level_one","level_two","emissions_type","co2e_emissions"
"623",2006,"BR","Agropecuária","Manejo de Dejetos Animais","net",21404577.4844
"624",2006,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2501743.54298
"625",2006,"BR","Agropecuária","Solos Manejados","net",116376853.74785
"626",2006,"BR","Energia","Emissões Fugitivas","net",17664471.4220801
"627",2006,"BR","Energia","Emissões pela Queima de Combustíveis","net",303465608.438406
"628",2006,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",1216133755
"629",2006,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-287722395
"630",2006,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-5282525
"631",2006,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-154731305
"632",2006,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",89014616
"633",2006,"BR","Processos Industriais","Emissões de HFCs","net",6379899
"634",2006,"BR","Processos Industriais","Indústria Química","net",9941666.8681008
"635",2006,"BR","Processos Industriais","Produção de Metais","net",42631244.448151
"636",2006,"BR","Processos Industriais","Produtos Minerais","net",21255141.750808
"637",2006,"BR","Processos Industriais","Uso de SF6","net",150400
"638",2006,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",461231.453232
"639",2006,"BR","Resíduos","Resíduos Sólidos","net",39975857.4465472
"640",2006,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",25592320.9281572
"641",2007,"BR","Agropecuária","Cultivo de Arroz","net",10141995.04388
"642",2007,"BR","Agropecuária","Fermentação Entérica","net",346151470.76076
"643",2007,"BR","Agropecuária","Manejo de Dejetos Animais","net",20996473.81835
"644",2007,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2738458.65798
"645",2007,"BR","Agropecuária","Solos Manejados","net",122229616.30941
"646",2007,"BR","Energia","Emissões Fugitivas","net",18247578.1322568
"647",2007,"BR","Energia","Emissões pela Queima de Combustíveis","net",316885112.620537
"648",2007,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",985439789
"649",2007,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-338392208
"650",2007,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-6007848
"651",2007,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-162494872
"652",2007,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",70824897
"653",2007,"BR","Processos Industriais","Emissões de HFCs","net",9625088.6
"654",2007,"BR","Processos Industriais","Indústria Química","net",4187603.9626296
"655",2007,"BR","Processos Industriais","Produção de Metais","net",46455247.2153678
"656",2007,"BR","Processos Industriais","Produtos Minerais","net",23296564.9861043
"657",2007,"BR","Processos Industriais","Uso de SF6","net",155100
"658",2007,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",547594.2124752
"659",2007,"BR","Resíduos","Resíduos Sólidos","net",40957563.6894114
"660",2007,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",25434092.8744193
"661",2008,"BR","Agropecuária","Cultivo de Arroz","net",11125036.909
"662",2008,"BR","Agropecuária","Fermentação Entérica","net",351833214.4194
"663",2008,"BR","Agropecuária","Manejo de Dejetos Animais","net",21691965.13548
"664",2008,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2655040.71548
"665",2008,"BR","Agropecuária","Solos Manejados","net",123895296.95411
"666",2008,"BR","Energia","Emissões Fugitivas","net",19093702.0747905
"667",2008,"BR","Energia","Emissões pela Queima de Combustíveis","net",335119199.271199
"668",2008,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",945591611
"669",2008,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-342903151
"670",2008,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-5660696
"671",2008,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-169679709
"672",2008,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",67747297
"673",2008,"BR","Processos Industriais","Emissões de HFCs","net",6957141
"674",2008,"BR","Processos Industriais","Indústria Química","net",3941502.2616272
"675",2008,"BR","Processos Industriais","Produção de Metais","net",46914020.4140837
"676",2008,"BR","Processos Industriais","Produtos Minerais","net",25032179.0578116
"677",2008,"BR","Processos Industriais","Uso de SF6","net",162150
"678",2008,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",698278.579152
"679",2008,"BR","Resíduos","Resíduos Sólidos","net",41526924.5279205
"680",2008,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",26303918.131117
"681",2009,"BR","Agropecuária","Cultivo de Arroz","net",11452588.18396
"682",2009,"BR","Agropecuária","Fermentação Entérica","net",358459975.93952
"683",2009,"BR","Agropecuária","Manejo de Dejetos Animais","net",22234229.99336
"684",2009,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2324727.59971
"685",2009,"BR","Agropecuária","Solos Manejados","net",122898234.53482
"686",2009,"BR","Energia","Emissões Fugitivas","net",25230348.8729411
"687",2009,"BR","Energia","Emissões pela Queima de Combustíveis","net",316873280.192459
"688",2009,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",682531590
"689",2009,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-355021659
"690",2009,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-8046234
"691",2009,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-178949291
"692",2009,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",46961791
"693",2009,"BR","Processos Industriais","Emissões de HFCs","net",9416223.4
"694",2009,"BR","Processos Industriais","Indústria Química","net",3332303.38743944
"695",2009,"BR","Processos Industriais","Produção de Metais","net",38169778.7768215
"696",2009,"BR","Processos Industriais","Produtos Minerais","net",24512035.0788329
"697",2009,"BR","Processos Industriais","Uso de SF6","net",166850
"698",2009,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",540646.50816
"699",2009,"BR","Resíduos","Resíduos Sólidos","net",43789139.3794976
"700",2009,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",26697291.1222146
"701",2010,"BR","Agropecuária","Cultivo de Arroz","net",10793788.87692
"702",2010,"BR","Agropecuária","Fermentação Entérica","net",368496315.355
"703",2010,"BR","Agropecuária","Manejo de Dejetos Animais","net",22843859.35264
"704",2010,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",2055441.14987
"705",2010,"BR","Agropecuária","Solos Manejados","net",129884997.82889
"706",2010,"BR","Energia","Emissões Fugitivas","net",20335918.288533
"707",2010,"BR","Energia","Emissões pela Queima de Combustíveis","net",351608918.841601
"708",2010,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",635556206
"709",2010,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-368562959
"710",2010,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-8784430
"711",2010,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-185829927
"712",2010,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",43421037
"713",2010,"BR","Processos Industriais","Emissões de HFCs","net",13047168.3
"714",2010,"BR","Processos Industriais","Indústria Química","net",3562688.58449744
"715",2010,"BR","Processos Industriais","Produção de Metais","net",50354922.396719
"716",2010,"BR","Processos Industriais","Produtos Minerais","net",27746514.4795324
"717",2010,"BR","Processos Industriais","Uso de SF6","net",173900
"718",2010,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",663289.826496
"719",2010,"BR","Resíduos","Resíduos Sólidos","net",45174341.3501943
"720",2010,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",26817500.0511137
"721",2011,"BR","Agropecuária","Cultivo de Arroz","net",12079190.33132
"722",2011,"BR","Agropecuária","Fermentação Entérica","net",361984122.26004
"723",2011,"BR","Agropecuária","Manejo de Dejetos Animais","net",24930804.03294
"724",2011,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1688617.13954
"725",2011,"BR","Agropecuária","Solos Manejados","net",138389690.60108
"726",2011,"BR","Energia","Emissões Fugitivas","net",18757559.3495843
"727",2011,"BR","Energia","Emissões pela Queima de Combustíveis","net",366603596.205472
"728",2011,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",623572755
"729",2011,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-369052615
"730",2011,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-7553192
"731",2011,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-194035934
"732",2011,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",42916606
"733",2011,"BR","Processos Industriais","Emissões de HFCs","net",11774321.8909092
"734",2011,"BR","Processos Industriais","Indústria Química","net",3814169.41408441
"735",2011,"BR","Processos Industriais","Produção de Metais","net",53381027.3916334
"736",2011,"BR","Processos Industriais","Produtos Minerais","net",29921934.0942924
"737",2011,"BR","Processos Industriais","Uso de SF6","net",182829.999999999
"738",2011,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",743652.99624
"739",2011,"BR","Resíduos","Resíduos Sólidos","net",46096779.4520951
"740",2011,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",27332701.3493288
"741",2012,"BR","Agropecuária","Cultivo de Arroz","net",10752976.59632
"742",2012,"BR","Agropecuária","Fermentação Entérica","net",360050255.05876
"743",2012,"BR","Agropecuária","Manejo de Dejetos Animais","net",25014682.66853
"744",2012,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1379317.81301
"745",2012,"BR","Agropecuária","Solos Manejados","net",139180918.08435
"746",2012,"BR","Energia","Emissões Fugitivas","net",19876280.9869004
"747",2012,"BR","Energia","Emissões pela Queima de Combustíveis","net",398973993.520454
"748",2012,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",659226226
"749",2012,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-371688135
"750",2012,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-7369456
"751",2012,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-201630236
"752",2012,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",44495814
"753",2012,"BR","Processos Industriais","Emissões de HFCs","net",12676516.2409091
"754",2012,"BR","Processos Industriais","Indústria Química","net",3520976.22257426
"755",2012,"BR","Processos Industriais","Produção de Metais","net",52044757.0510993
"756",2012,"BR","Processos Industriais","Produtos Minerais","net",31751101.2939919
"757",2012,"BR","Processos Industriais","Uso de SF6","net",189174.999999999
"758",2012,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",679254.876432
"759",2012,"BR","Resíduos","Resíduos Sólidos","net",46672961.5655938
"760",2012,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",27670141.4374527
"761",2013,"BR","Agropecuária","Cultivo de Arroz","net",10951652.86516
"762",2013,"BR","Agropecuária","Fermentação Entérica","net",360728197.39628
"763",2013,"BR","Agropecuária","Manejo de Dejetos Animais","net",24883479.77585
"764",2013,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1237086.09225
"765",2013,"BR","Agropecuária","Solos Manejados","net",143805477.95518
"766",2013,"BR","Energia","Emissões Fugitivas","net",23792251.7198995
"767",2013,"BR","Energia","Emissões pela Queima de Combustíveis","net",429913001.544721
"768",2013,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",762913633
"769",2013,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-373477626
"770",2013,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-6586284
"771",2013,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-211016979
"772",2013,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",51896710
"773",2013,"BR","Processos Industriais","Emissões de HFCs","net",13578710.590909
"774",2013,"BR","Processos Industriais","Indústria Química","net",3564180.63230561
"775",2013,"BR","Processos Industriais","Produção de Metais","net",50571256.9448067
"776",2013,"BR","Processos Industriais","Produtos Minerais","net",32310998.3686449
"777",2013,"BR","Processos Industriais","Uso de SF6","net",195519.999999999
"778",2013,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",768801.98736
"779",2013,"BR","Resíduos","Resíduos Sólidos","net",48620186.1368611
"780",2013,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",29032035.9993275
"781",2014,"BR","Agropecuária","Cultivo de Arroz","net",11312886.9532
"782",2014,"BR","Agropecuária","Fermentação Entérica","net",362149811.6194
"783",2014,"BR","Agropecuária","Manejo de Dejetos Animais","net",25436214.77193
"784",2014,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",1078160.92223
"785",2014,"BR","Agropecuária","Solos Manejados","net",146333810.1817
"786",2014,"BR","Energia","Emissões Fugitivas","net",25081806.6872853
"787",2014,"BR","Energia","Emissões pela Queima de Combustíveis","net",453701111.252399
"788",2014,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",739869421
"789",2014,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-375695969
"790",2014,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-5790306
"791",2014,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-218997661
"792",2014,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",50048343
"793",2014,"BR","Processos Industriais","Emissões de HFCs","net",14480904.9409092
"794",2014,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"795",2014,"BR","Processos Industriais","Produção de Metais","net",50933041.8026403
"796",2014,"BR","Processos Industriais","Produtos Minerais","net",33029373.1282241
"797",2014,"BR","Processos Industriais","Uso de SF6","net",201865.000000001
"798",2014,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",664524.095136
"799",2014,"BR","Resíduos","Resíduos Sólidos","net",50740052.3374597
"800",2014,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",29285375.4163795
"801",2015,"BR","Agropecuária","Cultivo de Arroz","net",11910095.995
"802",2015,"BR","Agropecuária","Fermentação Entérica","net",368989557.01636
"803",2015,"BR","Agropecuária","Manejo de Dejetos Animais","net",26197892.9448
"804",2015,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",657306.8026
"805",2015,"BR","Agropecuária","Solos Manejados","net",143686787.48737
"806",2015,"BR","Energia","Emissões Fugitivas","net",25285446.5748725
"807",2015,"BR","Energia","Emissões pela Queima de Combustíveis","net",430430739.891163
"808",2015,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",814695403
"809",2015,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-376699988
"810",2015,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-6590512
"811",2015,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-223025595
"812",2015,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",56343227
"813",2015,"BR","Processos Industriais","Emissões de HFCs","net",15383099.2909091
"814",2015,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"815",2015,"BR","Processos Industriais","Produção de Metais","net",51148318.4529615
"816",2015,"BR","Processos Industriais","Produtos Minerais","net",30977578.4458279
"817",2015,"BR","Processos Industriais","Uso de SF6","net",208210
"818",2015,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",638140.835376
"819",2015,"BR","Resíduos","Resíduos Sólidos","net",53601542.5111022
"820",2015,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",29405203.1425975
"821",2016,"BR","Agropecuária","Cultivo de Arroz","net",10919977.25924
"822",2016,"BR","Agropecuária","Fermentação Entérica","net",374358816.06816
"823",2016,"BR","Agropecuária","Manejo de Dejetos Animais","net",26448770.6898
"824",2016,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",569251.5077
"825",2016,"BR","Agropecuária","Solos Manejados","net",150487655.55918
"826",2016,"BR","Energia","Emissões Fugitivas","net",24729096.2083832
"827",2016,"BR","Energia","Emissões pela Queima de Combustíveis","net",397559467.287569
"828",2016,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",869972676
"829",2016,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-381212344
"830",2016,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-3959209
"831",2016,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-227796031
"832",2016,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",62472199
"833",2016,"BR","Processos Industriais","Emissões de HFCs","net",16285293.640909
"834",2016,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"835",2016,"BR","Processos Industriais","Produção de Metais","net",46973939.8316728
"836",2016,"BR","Processos Industriais","Produtos Minerais","net",27978577.5659457
"837",2016,"BR","Processos Industriais","Uso de SF6","net",214555
"838",2016,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",641767.49736
"839",2016,"BR","Resíduos","Resíduos Sólidos","net",54965728.2724235
"840",2016,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",29651430.8138251
"841",2017,"BR","Agropecuária","Cultivo de Arroz","net",11773965.97496
"842",2017,"BR","Agropecuária","Fermentação Entérica","net",367761576.22596
"843",2017,"BR","Agropecuária","Manejo de Dejetos Animais","net",26559507.85039
"844",2017,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",479772.47142
"845",2017,"BR","Agropecuária","Solos Manejados","net",155183498.0721
"846",2017,"BR","Energia","Emissões Fugitivas","net",24891925.0584706
"847",2017,"BR","Energia","Emissões pela Queima de Combustíveis","net",404913446.807467
"848",2017,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",694764813
"849",2017,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-385719681
"850",2017,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-4396146
"851",2017,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-233298904
"852",2017,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",48991757
"853",2017,"BR","Processos Industriais","Emissões de HFCs","net",17187487.9909091
"854",2017,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"855",2017,"BR","Processos Industriais","Produção de Metais","net",51618483.5145754
"856",2017,"BR","Processos Industriais","Produtos Minerais","net",26481852.952721
"857",2017,"BR","Processos Industriais","Uso de SF6","net",220899.999999999
"858",2017,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",669621.4404
"859",2017,"BR","Resíduos","Resíduos Sólidos","net",56493493.7799588
"860",2017,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",29925283.8632803
"861",2018,"BR","Agropecuária","Cultivo de Arroz","net",11324698.92792
"862",2018,"BR","Agropecuária","Fermentação Entérica","net",365607752.63068
"863",2018,"BR","Agropecuária","Manejo de Dejetos Animais","net",26648367.61325
"864",2018,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",562962.44699
"865",2018,"BR","Agropecuária","Solos Manejados","net",155936450.64376
"866",2018,"BR","Energia","Emissões Fugitivas","net",24709246.4673327
"867",2018,"BR","Energia","Emissões pela Queima de Combustíveis","net",383921967.165048
"868",2018,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",712994645
"869",2018,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-385480059
"870",2018,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-5897504
"871",2018,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-237008389
"872",2018,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",49746122
"873",2018,"BR","Processos Industriais","Emissões de HFCs","net",18089682.3409091
"874",2018,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"875",2018,"BR","Processos Industriais","Produção de Metais","net",51955840.1954413
"876",2018,"BR","Processos Industriais","Produtos Minerais","net",26337309.0279617
"877",2018,"BR","Processos Industriais","Uso de SF6","net",227244.999999999
"878",2018,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",664651.206384
"879",2018,"BR","Resíduos","Resíduos Sólidos","net",58677172.5569367
"880",2018,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",30189567.7531152
"881",2019,"BR","Agropecuária","Cultivo de Arroz","net",10452518.38764
"882",2019,"BR","Agropecuária","Fermentação Entérica","net",367597426.08288
"883",2019,"BR","Agropecuária","Manejo de Dejetos Animais","net",26709358.71224
"884",2019,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",429635.36305
"885",2019,"BR","Agropecuária","Solos Manejados","net",157798763.44752
"886",2019,"BR","Energia","Emissões Fugitivas","net",25525416.6782479
"887",2019,"BR","Energia","Emissões pela Queima de Combustíveis","net",386941330.164609
"888",2019,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",754159128
"889",2019,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-385964083
"890",2019,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-6627437
"891",2019,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-243118074
"892",2019,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",52836996
"893",2019,"BR","Processos Industriais","Emissões de HFCs","net",18991876.690909
"894",2019,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"895",2019,"BR","Processos Industriais","Produção de Metais","net",48293901.9930478
"896",2019,"BR","Processos Industriais","Produtos Minerais","net",27497748.026307
"897",2019,"BR","Processos Industriais","Uso de SF6","net",233589.999999999
"898",2019,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",721326.857328
"899",2019,"BR","Resíduos","Resíduos Sólidos","net",59942112.4034453
"900",2019,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",30457601.5457771
"901",2020,"BR","Agropecuária","Cultivo de Arroz","net",10369553.56164
"902",2020,"BR","Agropecuária","Fermentação Entérica","net",372973343.89056
"903",2020,"BR","Agropecuária","Manejo de Dejetos Animais","net",26996463.88538
"904",2020,"BR","Agropecuária","Queima de Resíduos Agrícolas","net",369800.21044
"905",2020,"BR","Agropecuária","Solos Manejados","net",166313836.92223
"906",2020,"BR","Energia","Emissões Fugitivas","net",26662264.7205508
"907",2020,"BR","Energia","Emissões pela Queima de Combustíveis","net",367042995.168664
"908",2020,"BR","Mudança de Uso da Terra e Floresta","Alterações de Uso do Solo","net",932321121.050499
"909",2020,"BR","Mudança de Uso da Terra e Floresta","Remoção em Áreas Protegidas","net",-385964083
"910",2020,"BR","Mudança de Uso da Terra e Floresta","Remoção por Mudança de Uso da Terra","net",-6627437
"911",2020,"BR","Mudança de Uso da Terra e Floresta","Remoção por Vegetação Secundária","net",-243118074
"912",2020,"BR","Mudança de Uso da Terra e Floresta","Resíduos Florestais","net",65602174.4858201
"913",2020,"BR","Processos Industriais","Emissões de HFCs","net",19894071.0409091
"914",2020,"BR","Processos Industriais","Indústria Química","net",3734172.29463273
"915",2020,"BR","Processos Industriais","Produção de Metais","net",46291822.240596
"916",2020,"BR","Processos Industriais","Produtos Minerais","net",29096936.7813521
"917",2020,"BR","Processos Industriais","Uso de SF6","net",239935.000000001
"918",2020,"BR","Processos Industriais","Uso Não-Energético de Combustíveis e Uso de Solventes","net",707452.081248
"919",2020,"BR","Resíduos","Resíduos Sólidos","net",61304485.5446206
"920",2020,"BR","Resíduos","Tratamento de Efluentes Liquidos","net",30743326.0660429
